277,1
226,2
216,3
114,4
76,5
286,6
256,7
223,8
200,9
92,10
189,11
7,12
16,13
241,14
32,15
171,16
194,17
122,18
127,19
227,20
205,21
93,22
125,23
94,24
44,25
17,26
275,27
299,28
72,29
21,30
144,31
134,32
169,33
246,34
248,35
104,36
226,37
83,38
274,39
113,40
167,41
23,42
300,43
188,44
174,45
178,46
84,47
68,48
38,49
143,50
195,51
109,52
273,53
171,54
79,55
46,56
182,57
178,58
19,59
116,60
8,61
32,62
276,63
250,64
122,65
132,66
208,67
195,68
191,69
130,70
86,71
110,72
241,73
186,74
37,75
138,76
54,77
35,78
250,79
108,80
262,81
184,82
258,83
101,84
113,85
105,86
256,87
32,88
224,89
156,90
209,91
44,92
168,93
237,94
81,95
275,96
129,97
77,98
100,99
192,100
62,101
188,102
24,103
242,104
47,105
225,106
246,107
166,108
235,109
94,110
172,111
244,112
223,113
153,114
256,115
61,116
112,117
288,118
170,119
102,120
237,121
67,122
282,123
53,124
210,125
171,126
161,127
78,128
84,129
297,130
32,131
151,132
136,133
271,134
206,135
160,136
160,137
245,138
60,139
208,140
281,141
236,142
290,143
112,144
85,145
75,146
13,147
46,148
277,149
245,150
266,151
105,152
10,153
40,154
142,155
64,156
271,157
239,158
177,159
204,160
141,161
3,162
52,163
21,164
90,165
120,166
88,167
18,168
179,169
159,170
192,171
103,172
270,173
224,174
167,175
1,176
190,177
160,178
266,179
225,180
71,181
256,182
266,183
293,184
22,185
64,186
154,187
72,188
73,189
5,190
171,191
75,192
14,193
95,194
239,195
275,196
200,197
53,198
250,199
10,200
78,201
174,202
185,203
259,204
298,205
26,206
186,207
190,208
288,209
144,210
191,211
51,212
157,213
300,214
42,215
246,216
88,217
87,218
267,219
174,220
176,221
230,222
6,223
189,224
103,225
100,226
169,227
30,228
17,229
243,230
71,231
179,232
268,233
283,234
132,235
215,236
4,237
115,238
100,239
208,240
189,241
123,242
231,243
49,244
101,245
95,246
235,247
170,248
252,249
240,250
188,251
139,252
89,253
108,254
36,255
170,256
2,257
4,258
164,259
174,260
42,261
168,262
55,263
82,264
37,265
106,266
290,267
82,268
115,269
77,270
187,271
208,272
24,273
273,274
170,275
236,276
183,277
29,278
200,279
112,280
234,281
202,282
260,283
84,284
103,285
33,286
6,287
140,288
121,289
70,290
197,291
60,292
21,293
127,294
62,295
96,296
130,297
126,298
104,299
42,300
186,301
97,302
146,303
244,304
171,305
267,306
48,307
98,308
222,309
248,310
36,311
213,312
170,313
99,314
142,315
186,316
215,317
70,318
133,319
19,320
93,321
100,322
300,323
166,324
85,325
123,326
215,327
213,328
147,329
113,330
105,331
275,332
109,333
193,334
178,335
172,336
29,337
224,338
260,339
31,340
18,341
56,342
197,343
300,344
160,345
218,346
73,347
240,348
281,349
179,350
190,351
194,352
168,353
15,354
58,355
187,356
293,357
247,358
139,359
62,360
11,361
300,362
206,363
36,364
57,365
179,366
31,367
31,368
278,369
217,370
26,371
74,372
282,373
247,374
273,375
75,376
233,377
69,378
210,379
175,380
231,381
30,382
208,383
99,384
249,385
5,386
108,387
162,388
154,389
74,390
48,391
108,392
70,393
280,394
259,395
201,396
44,397
183,398
167,399
288,400
155,401
144,402
63,403
210,404
248,405
221,406
129,407
23,408
194,409
162,410
188,411
195,412
224,413
271,414
69,415
295,416
141,417
286,418
261,419
277,420
52,421
104,422
182,423
257,424
110,425
7,426
86,427
13,428
109,429
276,430
171,431
135,432
22,433
208,434
34,435
180,436
214,437
196,438
287,439
76,440
127,441
201,442
294,443
17,444
33,445
36,446
224,447
37,448
136,449
267,450
138,451
190,452
19,453
120,454
198,455
119,456
253,457
33,458
112,459
235,460
